internal_id,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,type1,type2,catch_rate,exp_yield,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,ev_reserved,item_common,item_rare,gender_ratio,egg_cycles,base_friendship,growth_rate,egg_group1,egg_group2,ability1,ability2,safari_zone_flee_rate,body_color,no_flip,padding_hex,raw_hex
103,95,95,85,55,125,65,520,12,14,45,212,0,0,0,0,2,0,0,0,0,127,20,70,5,7,7,34,0,0,2,0,0000,5F5F55377D410C0E2DD40002000000007F1446050707220000020000
104,50,50,95,35,40,50,320,4,4,190,87,0,0,1,0,0,0,0,0,224,127,20,70,0,1,1,69,31,0,5,0,0000,32325F2328320404BE5710000000E0007F1446000101451F00050000
105,60,80,110,45,50,80,425,4,4,75,124,0,0,2,0,0,0,0,0,224,127,20,70,0,1,1,69,31,0,5,0,0000,3C506E2D325004044B7C20000000E0007F1446000101451F00050000
106,50,120,53,87,35,110,455,1,1,45,139,0,2,0,0,0,0,0,0,0,0,25,70,0,8,8,7,0,0,5,0,0000,32783557236E01012D8B080000000000001946000808070000050000
107,50,105,79,76,35,110,455,1,1,45,140,0,0,0,0,0,2,0,0,0,0,25,70,0,8,8,51,0,0,5,0,0000,32694F4C236E01012D8C000800000000001946000808330000050000
108,90,55,75,30,60,75,385,0,0,45,127,2,0,0,0,0,0,0,0,0,127,20,70,0,1,1,20,12,0,9,0,0000,5A374B1E3C4B00002D7F0200000000007F1446000101140C00090000
109,40,65,95,35,60,45,340,3,3,190,114,0,0,1,0,0,0,0,0,194,127,20,70,0,11,11,26,0,0,6,0,0000,28415F233C2D0303BE7210000000C2007F1446000B0B1A0000060000
110,65,90,120,60,85,70,490,3,3,60,173,0,0,2,0,0,0,0,0,194,127,20,70,0,11,11,26,0,0,6,0,0000,415A783C554603033CAD20000000C2007F1446000B0B1A0000060000
111,80,85,95,25,30,30,345,4,5,120,135,0,0,1,0,0,0,0,0,0,127,20,70,5,1,5,31,69,4,7,0,0000,50555F191E1E040578871000000000007F14460501051F4504070000
112,105,130,120,40,45,45,485,4,5,60,204,0,2,0,0,0,0,0,0,0,127,20,70,5,1,5,31,69,0,7,0,0000,698278282D2D04053CCC0800000000007F14460501051F4500070000
113,250,5,5,50,35,105,450,0,0,30,255,2,0,0,0,0,0,0,0,197,254,40,140,4,6,6,30,32,0,9,0,0000,FA050532236900001EFF02000000C500FE288C0406061E2000090000
114,65,55,115,60,100,40,435,12,12,45,166,0,0,1,0,0,0,0,0,0,127,20,70,0,7,7,34,0,0,1,0,0000,4137733C64280C0C2DA61000000000007F1446000707220000010000
