internal_id,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,type1,type2,catch_rate,exp_yield,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,ev_reserved,item_common,item_rare,gender_ratio,egg_cycles,base_friendship,growth_rate,egg_group1,egg_group2,ability1,ability2,safari_zone_flee_rate,body_color,no_flip,padding_hex,raw_hex
309,40,30,30,85,55,30,270,11,2,190,64,0,0,0,1,0,0,0,0,0,127,20,70,0,2,4,51,0,0,8,0,0000,281E1E55371E0B02BE404000000000007F1446000204330000080000
310,60,50,100,65,85,70,430,11,2,45,164,0,0,2,0,0,0,0,0,0,127,20,70,0,2,4,51,0,0,2,0,0000,3C32644155460B022DA42000000000007F1446000204330000020000
311,40,30,32,65,50,52,269,6,11,200,63,0,0,0,1,0,0,0,0,0,127,15,70,0,2,3,33,0,0,1,0,0000,281E20413234060BC83F4000000000007F0F46000203210000010000
312,70,60,62,60,80,82,414,6,2,75,128,0,0,0,0,1,1,0,0,188,127,15,70,0,2,3,22,0,0,1,0,0000,463C3E3C505206024B8000050000BC007F0F46000203160000010000
313,130,70,35,60,70,35,400,11,11,125,137,1,0,0,0,0,0,0,0,0,127,40,70,2,5,12,41,12,0,1,0,0000,8246233C46230B0B7D890100000000007F284602050C290C00010000
314,170,90,45,60,90,45,500,11,11,60,206,2,0,0,0,0,0,0,0,0,127,40,70,2,5,12,41,12,0,1,0,0000,AA5A2D3C5A2D0B0B3CCE0200000000007F284602050C290C00010000
315,50,45,45,50,35,35,260,0,0,255,65,0,0,0,1,0,0,0,0,138,191,15,70,4,5,6,56,0,0,9,0,0000,322D2D3223230000FF41400000008A00BF0F46040506380000090000
316,70,65,65,70,55,55,380,0,0,60,138,1,0,0,1,0,0,0,0,138,191,15,70,4,5,6,56,0,0,6,0,0000,46414146373700003C8A410000008A00BF0F46040506380000060000
317,60,90,70,40,60,120,440,0,0,200,132,0,0,0,0,0,1,0,0,140,127,20,70,3,5,5,16,0,0,3,0,0000,3C5A46283C780000C884000400008C007F1446030505100000030000
318,40,40,55,55,40,70,300,4,14,255,58,0,0,0,0,0,1,0,0,0,255,20,70,0,10,10,26,0,0,5,0,0000,282837372846040EFF3A000400000000FF1446000A0A1A0000050000
319,60,70,105,75,70,120,500,4,14,90,189,0,0,0,0,0,2,0,0,0,255,20,70,0,10,10,26,0,0,4,0,0000,3C46694B4678040E5ABD000800000000FF1446000A0A1A0000040000
320,30,45,135,30,45,90,375,5,5,255,108,0,0,1,0,0,0,0,0,0,127,20,70,0,10,10,5,42,0,7,0,0000,1E2D871E2D5A0505FF6C1000000000007F1446000A0A052A00070000
321,70,85,140,20,85,70,470,10,10,90,161,0,0,2,0,0,0,0,0,0,127,20,70,0,5,5,73,0,0,5,0,0000,46558C1455460A0A5AA12000000000007F1446000505490000050000
322,50,75,75,50,65,65,380,17,7,45,98,0,1,1,0,0,0,0,0,0,127,25,35,3,8,8,51,0,0,6,0,0000,324B4B32414111072D621400000000007F1923030808330000060000
323,50,48,43,60,46,41,288,11,4,190,92,1,0,0,0,0,0,0,0,0,127,20,70,0,12,12,12,0,0,7,0,0000,32302B3C2E290B04BE5C0100000000007F1446000C0C0C0000070000
324,110,78,73,60,76,71,468,11,4,75,158,2,0,0,0,0,0,0,0,0,127,20,70,0,12,12,12,0,0,1,0,0000,6E4E493C4C470B044B9E0200000000007F1446000C0C0C0000010000
325,43,30,55,97,40,65,330,11,11,225,110,0,0,0,1,0,0,0,111,0,191,20,70,4,12,12,33,0,0,9,0,0000,2B1E376128410B0BE16E40006F000000BF1446040C0C210000090000
326,43,80,65,35,50,35,308,11,11,205,111,0,1,0,0,0,0,0,0,0,127,15,70,2,2,9,52,75,0,0,0,0000,2B50412332230B0BCD6F0400000000007F0F46020209344B00000000
327,63,120,85,55,90,55,468,11,17,155,161,0,2,0,0,0,0,0,0,0,127,15,70,2,2,9,52,75,0,0,0,0000,3F7855375A370B119BA10800000000007F0F46020209344B00000000
328,20,15,20,80,10,55,200,11,11,255,61,0,0,0,1,0,0,0,0,0,127,20,70,1,2,14,33,0,0,5,0,0000,140F14500A370B0BFF3D4000000000007F144601020E210000050000
329,95,60,79,81,100,125,540,11,11,60,213,0,0,0,0,0,2,0,0,0,127,20,70,1,2,14,63,0,0,9,0,0000,5F3C4F51647D0B0B3CD50008000000007F144601020E3F0000090000
330,45,90,20,65,65,20,305,11,17,225,88,0,1,0,0,0,0,0,0,0,127,20,35,5,12,12,24,0,0,0,0,0000,2D5A144141140B11E1580400000000007F1423050C0C180000000000
331,70,120,40,95,95,40,460,11,17,60,175,0,2,0,0,0,0,0,0,0,127,20,35,5,12,12,24,0,0,1,0,0000,4678285F5F280B113CAF0800000000007F1423050C0C180000010000
332,45,100,45,10,45,45,290,4,4,255,73,0,1,0,0,0,0,0,0,203,127,20,70,3,3,3,52,71,0,5,0,0000,2D642D0A2D2D0404FF4904000000CB007F1446030303344700050000
333,50,70,50,70,50,50,340,4,16,120,126,0,1,0,1,0,0,0,0,0,127,20,70,3,3,3,26,26,0,3,0,0000,3246324632320410787E4400000000007F14460303031A1A00030000
334,80,100,80,100,80,80,520,4,16,45,197,0,1,0,2,0,0,0,0,0,127,20,70,3,3,3,26,26,0,3,0,0000,50645064505004102DC58400000000007F14460303031A1A00030000
335,72,60,30,25,20,30,237,1,1,180,87,1,0,0,0,0,0,0,0,0,63,20,70,2,8,8,47,62,0,2,0,0000,483C1E19141E0101B4570100000000003F14460208082F3E00020000
336,144,120,60,50,40,60,474,1,1,200,184,2,0,0,0,0,0,0,0,187,63,20,70,2,8,8,47,62,0,5,0,0000,90783C32283C0101C8B802000000BB003F14460208082F3E00050000
337,40,45,40,65,65,40,295,13,13,120,104,0,0,0,1,0,0,0,0,0,127,20,70,5,5,5,9,31,0,3,0,0000,282D284141280D0D78684000000000007F1446050505091F00030000
338,70,75,60,105,105,60,475,13,13,45,168,0,0,0,2,0,0,0,0,0,127,20,70,5,5,5,9,31,0,2,0,0000,464B3C69693C0D0D2DA88000000000007F1446050505091F00020000
339,60,60,40,35,65,45,305,10,4,255,88,0,0,0,0,1,0,0,136,136,127,20,70,0,5,5,12,0,0,2,0,0000,3C3C2823412D0A04FF580001880088007F14460005050C0000020000
340,70,100,70,40,105,75,460,10,4,150,175,0,1,0,0,1,0,0,136,136,127,20,70,0,5,5,40,0,0,0,0,0000,46644628694B0A0496AF0401880088007F1446000505280000000000
341,70,40,50,25,55,50,290,15,11,255,75,1,0,0,0,0,0,0,0,0,127,20,70,3,2,5,47,0,0,1,0,0000,4628321937320F0BFF4B0100000000007F14460302052F0000010000
342,90,60,70,45,75,70,410,15,11,120,128,2,0,0,0,0,0,0,0,0,127,20,70,3,2,5,47,0,0,1,0,0000,5A3C462D4B460F0B78800200000000007F14460302052F0000010000
343,110,80,90,65,95,90,530,15,11,45,192,3,0,0,0,0,0,0,0,0,127,20,70,3,2,5,47,0,0,1,0,0000,6E505A415F5A0F0B2DC00300000000007F14460302052F0000010000
344,50,85,40,35,85,40,335,12,12,190,97,0,0,0,0,1,0,0,0,211,127,20,35,3,7,8,8,0,0,3,0,0000,3255282355280C0CBE6100010000D3007F1423030708080000030000
345,70,115,60,55,115,60,475,12,17,60,177,0,1,0,0,1,0,0,0,211,127,20,35,3,7,8,8,0,0,3,0,0000,46733C37733C0C113CB104010000D3007F1423030708080000030000
346,50,50,50,50,50,50,300,15,15,190,74,1,0,0,0,0,0,0,0,0,127,20,70,0,6,10,39,0,0,7,0,0000,3232323232320F0FBE4A0100000000007F144600060A270000070000
347,80,80,80,80,80,80,480,15,15,75,187,2,0,0,0,0,0,0,0,212,127,20,70,0,6,10,39,0,0,7,0,0000,5050505050500F0F4BBB02000000D4007F144600060A270000070000
348,70,55,65,70,95,85,440,5,14,45,150,0,0,0,0,2,0,0,0,94,255,25,70,4,10,10,26,0,0,2,0,0000,463741465F55050E2D96000200005E00FF1946040A0A1A0000020000
349,70,95,85,70,55,65,440,5,14,45,150,0,2,0,0,0,0,0,0,93,255,25,70,4,10,10,26,0,0,0,0,0000,465F55463741050E2D96080000005D00FF1946040A0A1A0000000000
350,50,20,40,20,20,40,190,0,0,150,33,1,0,0,0,0,0,0,0,0,191,10,70,4,15,15,47,37,0,1,0,0000,32142814142800009621010000000000BF0A46040F0F2F2500010000
351,60,25,35,60,70,80,330,14,14,255,89,0,0,0,0,0,1,0,0,0,127,20,70,4,5,5,47,20,0,4,0,0000,3C19233C46500E0EFF590004000000007F14460405052F1400040000
352,80,45,65,80,90,110,470,14,14,60,164,0,0,0,0,0,2,0,0,0,127,20,70,4,5,5,47,20,0,6,0,0000,502D41505A6E0E0E3CA40008000000007F14460405052F1400060000
353,60,50,40,95,85,75,405,13,13,200,120,0,0,0,1,0,0,0,0,0,127,20,70,0,6,6,57,0,0,2,0,0000,3C32285F554B0D0DC8784000000000007F1446000606390000020000
354,60,40,50,95,75,85,405,13,13,200,120,0,0,0,1,0,0,0,0,0,127,20,70,0,6,6,58,0,0,2,0,0000,3C28325F4B550D0DC8784000000000007F14460006063A0000020000
355,50,85,85,50,55,55,380,8,8,45,98,0,1,1,0,0,0,0,0,0,127,20,70,4,5,6,52,22,0,4,0,0000,32555532373708082D621400000000007F1446040506341600040000
356,30,40,55,60,40,55,280,1,14,180,91,0,0,0,1,0,0,0,0,0,127,20,70,0,8,8,74,0,0,1,0,0000,1E28373C2837010EB45B4000000000007F14460008084A0000010000
357,60,60,75,80,60,75,410,1,14,90,153,0,0,0,2,0,0,0,0,0,127,20,70,0,8,8,74,0,0,0,0,0000,3C3C4B503C4B010E5A998000000000007F14460008084A0000000000
358,45,40,60,50,40,75,310,0,2,255,74,0,0,0,0,0,1,0,0,0,127,20,70,1,4,14,30,0,0,1,0,0000,2D283C32284B0002FF4A0004000000007F144601040E1E0000010000
359,75,70,90,80,70,105,490,16,2,45,188,0,0,0,0,0,2,0,0,0,127,20,70,1,4,14,30,0,0,1,0,0000,4B465A50466910022DBC0008000000007F144601040E1E0000010000
360,95,23,48,23,23,48,260,14,14,125,44,1,0,0,0,0,0,0,0,0,127,20,70,0,15,15,23,0,0,1,0,0000,5F17301717300E0E7D2C0100000000007F1446000F0F170000010000
361,20,40,90,25,30,90,295,7,7,190,97,0,0,1,0,0,1,0,0,213,127,25,35,4,11,11,26,0,0,4,0,0000,14285A191E5A0707BE6110040000D5007F1923040B0B1A0000040000
362,40,70,130,25,60,130,455,7,7,90,179,0,0,1,0,0,2,0,0,213,127,25,35,4,11,11,46,0,0,4,0,0000,284682193C8207075AB310080000D5007F1923040B0B2E0000040000
363,50,60,45,65,100,80,400,12,3,150,152,0,0,0,0,1,0,0,0,211,127,20,70,3,6,7,30,38,0,3,1,0000,323C2D4164500C03969800010000D3007F14460306071E2600830000
364,60,60,60,30,35,35,280,0,0,255,83,1,0,0,0,0,0,0,0,0,127,15,70,5,5,5,54,0,0,5,0,0000,3C3C3C1E23230000FF530100000000007F0F46050505360000050000
365,80,80,80,90,55,55,440,0,0,120,126,0,0,0,2,0,0,0,0,0,127,15,70,5,5,5,72,0,0,8,0,0000,5050505A37370000787E8000000000007F0F46050505480000080000
366,150,160,100,100,95,65,670,0,0,45,210,3,0,0,0,0,0,0,0,0,127,15,70,5,5,5,54,0,0,5,0,0000,96A064645F4100002DD20300000000007F0F46050505360000050000
367,70,43,53,40,43,53,302,3,3,225,75,1,0,0,0,0,0,0,0,107,127,20,70,2,11,11,64,60,0,3,0,0000,462B35282B350303E14B010000006B007F1446020B0B403C00030000
368,100,73,83,55,73,83,467,3,3,75,168,2,0,0,0,0,0,0,0,107,127,20,70,2,11,11,64,60,0,6,0,0000,64495337495303034BA8020000006B007F1446020B0B403C00060000
369,99,68,83,51,72,87,460,12,2,200,169,2,0,0,0,0,0,0,0,0,127,25,70,5,1,7,34,0,0,3,0,0000,6344533348570C02C8A90200000000007F1946050107220000030000
370,64,51,23,28,51,23,240,0,0,190,68,1,0,0,0,0,0,0,0,134,127,20,70,3,1,5,43,0,0,9,0,0000,4033171C33170000BE440100000086007F14460301052B0000090000
371,84,71,43,48,71,43,360,0,0,120,126,2,0,0,0,0,0,0,0,134,127,20,70,3,1,5,43,0,0,1,0,0000,54472B30472B0000787E0200000086007F14460301052B0000010000
372,104,91,63,68,91,63,480,0,0,45,184,3,0,0,0,0,0,0,0,134,127,20,70,3,1,5,43,0,0,1,0,0000,685B3F445B3F00002DB80300000086007F14460301052B0000010000
373,35,64,85,32,74,55,345,11,11,255,142,0,0,1,0,0,0,0,0,49,127,20,70,1,2,2,75,0,0,1,0,0000,234055204A370B0BFF8E1000000031007F14460102024B0000010000
374,55,104,105,52,94,75,485,11,11,60,178,0,1,1,0,0,0,0,0,0,127,20,70,1,2,2,33,0,0,1,0,0000,376869345E4B0B0B3CB21400000000007F1446010202210000010000
375,55,84,105,52,114,75,485,11,11,60,178,0,0,0,0,2,0,0,0,0,127,20,70,1,2,2,33,0,0,9,0,0000,37546934724B0B0B3CB20002000000007F1446010202210000090000
376,65,130,60,75,75,60,465,17,17,30,174,0,2,0,0,0,0,0,0,0,127,25,35,3,5,5,46,0,0,8,1,0000,41823C4B4B3C11111EAE0800000000007F19230305052E0000880000
377,44,75,35,45,63,33,295,7,7,225,97,0,1,0,0,0,0,0,0,213,127,25,35,4,11,11,15,0,0,4,0,0000,2C4B232D3F210707E16104000000D5007F1923040B0B0F0000040000
378,64,115,65,65,83,63,455,7,7,45,179,0,2,0,0,0,0,0,0,213,127,25,35,4,11,11,15,0,0,4,0,0000,40734141533F07072DB308000000D5007F1923040B0B0F0000040000
379,73,100,60,65,100,60,458,3,3,90,165,0,1,0,0,1,0,0,0,0,127,20,70,2,5,14,61,0,0,4,1,0000,49643C41643C03035AA50401000000007F144602050E3D0000840000
380,73,115,60,90,60,60,458,0,0,90,165,0,2,0,0,0,0,0,0,0,127,20,70,1,5,5,17,0,0,8,1,0000,49733C5A3C3C00005AA50800000000007F1446010505110000880000
381,100,90,130,55,45,65,485,11,5,25,198,1,0,1,0,0,0,0,0,51,31,40,70,5,2,12,33,69,0,7,0,0000,645A82372D410B0519C61100000033001F284605020C214500070000
382,50,70,100,30,40,40,330,8,5,180,96,0,0,1,0,0,0,0,0,204,127,35,35,5,1,1,5,69,0,7,0,0000,3246641E28280805B46010000000CC007F2323050101054500070000
383,60,90,140,40,50,50,430,8,5,90,152,0,0,2,0,0,0,0,0,204,127,35,35,5,1,1,5,69,0,7,0,0000,3C5A8C28323208055A9820000000CC007F2323050101054500070000
384,70,110,180,50,60,60,530,8,5,45,205,0,0,3,0,0,0,0,0,204,127,35,35,5,1,1,5,69,0,7,0,0000,466EB4323C3C08052DCD30000000CC007F2323050101054500070000
385,70,70,70,70,70,70,420,0,0,45,145,1,0,0,0,0,0,0,209,209,127,25,70,0,6,11,59,0,0,8,0,0000,46464646464600002D910100D100D1007F194600060B3B0000080000
386,65,73,55,85,47,75,400,6,6,150,146,0,0,0,1,0,0,0,0,0,0,15,70,1,3,8,35,68,0,7,0,0000,414937552F4B06069692400000000000000F46010308234400070000
387,65,47,55,85,73,75,400,6,6,150,146,0,0,0,1,0,0,0,0,0,254,15,70,2,3,8,12,0,0,6,0,0000,412F3755494B06069692400000000000FE0F460203080C0000060000
388,66,41,77,23,61,87,355,5,12,45,121,0,0,0,0,0,1,0,0,0,31,30,70,1,9,9,21,0,0,6,0,0000,42294D173D57050C2D790004000000001F1E46010909150000060000
389,86,81,97,43,81,107,495,5,12,45,201,0,0,0,0,0,2,0,0,0,31,30,70,1,9,9,21,0,0,3,0,0000,5651612B516B050C2DC90008000000001F1E46010909150000030000
390,45,95,50,75,40,50,355,5,6,45,119,0,1,0,0,0,0,0,0,0,31,30,70,1,9,9,4,0,0,7,0,0000,2D5F324B283205062D770400000000001F1E46010909040000070000
391,75,125,100,45,70,80,495,5,6,45,200,0,2,0,0,0,0,0,0,0,31,30,70,1,9,9,4,0,0,7,0,0000,4B7D642D465005062DC80800000000001F1E46010909040000070000
392,28,25,25,40,45,35,198,14,14,235,70,0,0,0,0,1,0,0,0,0,127,20,35,5,11,11,28,36,0,8,0,0000,1C1919282D230E0EEB460001000000007F1423050B0B1C2400080000
393,38,35,35,50,65,55,278,14,14,120,140,0,0,0,0,2,0,0,0,0,127,20,35,5,11,11,28,36,0,8,0,0000,2623233241370E0E788C0002000000007F1423050B0B1C2400080000
394,68,65,65,80,125,115,518,14,14,45,208,0,0,0,0,3,0,0,0,0,127,20,35,5,11,11,28,36,0,8,0,0000,444141507D730E0E2DD00003000000007F1423050B0B1C2400080000
395,45,75,60,50,40,30,300,16,16,45,89,0,1,0,0,0,0,0,0,201,127,40,35,5,14,14,69,0,0,1,0,0000,2D4B3C32281E10102D5904000000C9007F2823050E0E450000010000
396,65,95,100,50,60,50,420,16,16,45,144,0,0,2,0,0,0,0,0,201,127,40,35,5,14,14,69,0,0,8,0,0000,415F64323C3210102D9020000000C9007F2823050E0E450000080000
397,95,135,80,100,110,80,600,16,2,45,218,0,3,0,0,0,0,0,0,201,127,40,35,5,14,14,22,0,0,1,0,0000,5F8750646E5010022DDA0C000000C9007F2823050E0E160000010000
398,40,55,80,30,35,60,300,8,14,3,103,0,0,1,0,0,0,0,0,199,255,40,35,5,10,10,29,0,0,1,0,0000,2837501E233C080E036710000000C700FF2823050A0A1D0000010000
399,60,75,100,50,55,80,420,8,14,3,153,0,0,2,0,0,0,0,0,199,255,40,35,5,10,10,29,0,0,1,0,0000,3C4B64323750080E039920000000C700FF2823050A0A1D0000010000
400,80,135,130,70,95,90,600,8,14,3,210,0,0,3,0,0,0,0,0,199,255,40,35,5,10,10,29,0,0,1,0,0000,508782465F5A080E03D230000000C700FF2823050A0A1D0000010000
401,80,100,200,50,50,100,580,5,5,3,217,0,0,3,0,0,0,0,0,0,255,80,35,5,15,15,29,0,0,5,0,0000,5064C8323264050503D9300000000000FF5023050F0F1D0000050000
402,80,50,100,50,100,200,580,15,15,3,216,0,0,0,0,0,3,0,0,0,255,80,35,5,15,15,29,0,0,1,0,0000,5032643264C80F0F03D8000C00000000FF5023050F0F1D0000010000
403,80,75,150,50,75,150,580,8,8,3,215,0,0,2,0,0,1,0,0,0,255,80,35,5,15,15,29,0,0,7,0,0000,504B96324B96080803D7200400000000FF5023050F0F1D0000070000
404,100,100,90,90,150,140,670,11,11,5,218,0,0,0,0,3,0,0,0,0,255,120,0,5,15,15,2,0,0,1,0,0000,64645A5A968C0B0B05DA000300000000FF7800050F0F020000010000
405,100,150,140,90,100,90,670,4,4,5,218,0,3,0,0,0,0,0,0,0,255,120,0,5,15,15,70,0,0,0,0,0000,64968C5A645A040405DA0C0000000000FF7800050F0F460000000000
406,105,150,90,95,150,90,680,16,2,3,220,0,2,0,0,1,0,0,0,0,255,120,0,5,15,15,77,0,0,3,0,0000,69965A5F965A100203DC080100000000FF7800050F0F4D0000030000
407,80,80,90,110,110,130,600,16,14,3,211,0,0,0,0,0,3,0,0,0,254,120,90,5,15,15,26,0,0,0,0,0000,50505A6E6E82100E03D3000C00000000FE785A050F0F1A0000000000
408,80,90,80,110,130,110,600,16,14,3,211,0,0,0,0,3,0,0,0,0,0,120,90,5,15,15,26,0,0,1,0,0000,505A506E826E100E03D300030000000000785A050F0F1A0000010000
409,100,100,100,100,100,100,600,8,14,3,215,3,0,0,0,0,0,0,109,109,255,120,100,5,15,15,32,0,0,2,0,0000,646464646464080E03D703006D006D00FF7864050F0F200000020000
410,50,150,50,150,150,50,600,14,14,3,215,0,1,0,1,1,0,0,0,0,255,120,0,5,15,15,46,0,0,0,1,0000,3296329696320E0E03D7440100000000FF7800050F0F2E0000800000
411,65,50,70,65,95,80,425,14,14,45,147,0,0,0,0,1,1,0,0,0,127,25,70,4,11,11,26,0,0,1,0,0000,413246415F500E0E2D930005000000007F1946040B0B1A0000010000
