slot,name,front_decoded_sha1,back_decoded_sha1,icon_raw_sha1,normal_palette_sha1,shiny_palette_sha1,icon_palette_id
28,SANDSLASH,0f14beccbbdc3929ce12bf63f5500a525df7f23b,9def972e0a989236fbe8f58158fce9c8c0110e3b,695f76bcc1508209170fefe38f63b94fed97b5b9,842db59d6f943d3fedf9e9cf4ff91724108d2b11,45ab43b7323a74bbd3336580343eb145e4c6221e,2
29,NIDORAN♀,97a72b5c01342bacef3551d1d392ca84410365aa,28b106571b9b46391fea93248fad28655a188519,1c7108382121a2d042bd1ca77c83c3ad5a1f3f04,c2d92fc5b506f7ff640ce036fdd443b6fd9f7e68,f38bb1a9c939f835a16d46fe8e50b48472a8fd10,2
30,NIDORINA,72021e6ecdb514e408e0be83fe41e908a133718c,1873e2ab28e8202853afb3bc2690e75eb0914613,bb0f3a5ca4338224c03b9fe4f54e85d9422e498a,44507977d84111b706b7d8fc3350ea883c682794,2c0e00b280a9e4980f265162119f52e532775226,2
31,NIDOQUEEN,e284ab65d8ee1a41547d50de2add9c029328b5d5,0b23e1084e145162faebb6d154896cf9c903952c,ae215ea6b229ccbbddf3423df7f072c30bb226d0,573cad2064e95a58860bad5324cc5103165f15dc,3f32b8912f4a2879f7ad4dea083f7e202e72597d,2
32,NIDORAN♂,7bcf78f0c9f0e82b8d03eec2c54f022f89166ee4,35ea12ea51b827263b846cb9cc416348c4022c59,3417fb8fcacb7c0ae07b6d162b1a520993cefb2d,c097b649e123cedf231dd09ef9696595030d0a74,0ad689a902c76eeb88d26adf8eddae22b3baceb8,2
33,NIDORINO,6c0c4d9f8c9ce757017602511b07e05def7e2620,a161833e581f004187a6457b3938c6d9a817bd0b,97146901663bc7a62140fe7007beaeab98b27738,93127cad8c7e20668dc8ba4305bdbd2509affa42,44a4584e735109f41c9fe46cb90c075ee7c2967d,2
34,NIDOKING,e09c69f2b10d02ac3f21e9cd16cb944a24c34e43,0c64e051145b33448d8cbab687c3b9d275b3ca90,40be897ca69ff811309aaf273a660576b5307a6f,983dfb42ea826189aaf09c8636119c72cc854fc4,fd8d3c3b62844c8924f9ff659d76329c1da50469,2
35,CLEFAIRY,431caabcbd9abbf051b39e80ae74aae6c8c6cdeb,cf9bb0bfdc340b3653a4492cf0f6e283850c5c11,4f66f8a92f74beae0662d44762520a73e0d1dfae,8305a4510545e03a69b80c4c7cb52609f7b8fd20,98d96125cddd1e5132171390d66702d27e05a99e,0
36,CLEFABLE,70b64d57afbb037d0b38ad2dcb690a15d0728d88,352ca18455ebdff567031623fbcb29ba41ded2fd,25e9b27c58b869a76c0088c88c3cf94903f77744,7b7a3fe3ffb37c2278b646e42fe9e9cc2cb4f0e6,7020e4a9221c572fb510d249f90e6878f886246a,0
37,VULPIX,182cd546742bf10d1173a36fcbe0659d5e34bf76,91aa2b34bfbd0ed15b268144ee72acb7a9e83727,1bebb4d3f0d9cdd2e44a39c5e0798ad859026dd6,97f42f6808c07e22e978da0f5564ee059039150f,69caa3db8c29686cf7d496653b3d85346e44331f,2
38,NINETALES,f49917c8c3cc0398947bdc172ad26faa8e87206a,20b8ab3bea86ccd9b937ef8babd8f291f2c44b2a,1e3a261efc9a8a360d69e7fd0cc3afac05f823b8,0b3c2c824359088a2e5526c184949078a9a42a0a,35324acdab08d176b8f03d9028983f6a0b7d59f9,1
39,JIGGLYPUFF,28ca0a4b5743da68932fe64692b2e27274d1ab7e,b75a473f2b89b3dd590d8eac3f227ac4a9c0b698,8f9c4447c2f848a3c52a40bc2ba36b206b2b10d9,8e874587d0166ac4c9d3715a6a37417ef066cc7c,adc6889cb5d3060c0f7dc86bad8f2feaa96c5ef8,0
40,WIGGLYTUFF,eb66ca2bd1cc1ba43933a0d4faac5df0f54f471c,ffc3d6ee68fa1c596a9cc6140a315de0e111201b,307a0c24c8eef0a7f9870e84350b385cf2fdb6b3,1d35753a3a82967394d287f4600e06d1884c1f08,89a9150e7d72a5760c8d7b1e7c0675403395d18e,0
41,ZUBAT,2a6eddfb011e219f9efbc5aa554b4a654b2d9e51,107fa6fc9b247330ebb566a85f9567ec8a39b56a,52518e54b0bdbceef1ff7d8cf20eb84e52fa97f1,a401fd3254a2d1cc757a7b9c7a50e52eadbdd518,2adc816523ed52728033db9282fd189303195a30,2
42,GOLBAT,5d4cb3e49dd8738f9c28a5e5f50826c774051e4d,5354f6062d64841830c33833f3fad5a234cc83ed,33ef24d0aaa101f6b457d6f77af8b46f6f8b562a,ebda03a676c73c6073b7f93f999482b199680896,4f08d852bfbc89c6e65f6db23f8470abc61f77d6,2
43,ODDISH,041364b2782ca9cb477685384668c58c9babb747,e75464256c61230fc4d6c47421c6dae79630c798,d1787cf4423ff415e9206538db23e6b9a16daf2f,702f51789e778d62d13696871fadf1293318d7b5,e61b3b013f6987a9c1f1e08caae0af40a53e7ac2,1
44,GLOOM,9c0cd9c582e0f7443d9b648a5c52937cca9b1616,c4d26d9ab6f4b68673face6b89c307da8434d3e9,99864113feb020a9e5f7bbd4c2978fd65e81b188,ad6d6c71134e5a2950e4fb40cdfee394a842dec4,cc0875c3a33e31baef71e619c25f99054d5ace8d,0
45,VILEPLUME,402d82cdd25e0a2d2aedceb146a3617bcb10b52e,26117731c2a0785d4f9d6d373d60188717d0041c,d154dbd9d8b6d6ae1ffce1f1337f13861f10a9d9,71299abb2af0b44679a6179903ace668823defe2,c52a38cc175f16da4b132dbe99248bfb0bfa5240,0
46,PARAS,4cc9182ec85a1f80ec40529ac12fd663bf69b700,bb30c610baa1422fe739d451d60abe9e96b4c09e,c11ce425c15e4c9ea9196904586174a076c121dc,24ae43ba49e87c2711b891fe8d961a600fd09d47,3be20b3491c19a089c1562a059f0790e392d3aa8,0
47,PARASECT,5a9f7e9bd1fa934e2c17b426ca80da17bfd165fa,052b92ee89909a2ac87a91d6b50d9ad12232144b,3c186668673cef132644d07631268cd24057c662,ff7d6b81107460f9ccf7ce8a10a81ecacecd6b62,3cefa27805251c66ca7f2c83a12c9f9a6289451e,0
48,VENONAT,6f3c612c6d02f94329b884d19d60ea541cfc2c95,508783ffe83fd0409146d954cf4d6aa635d5014f,822dc591c07157dea091ec3d251d3692417670df,b01e1b4ac4ce385d439f0cc6f425247fc4484dea,917119d46186235f402787848f1a7704ed7f5e24,0
49,VENOMOTH,f49fb1ab4a2914d6b427c627ef4e9e00df340862,622c3ecb96515a63998c6f6bc4161cc841f3c97b,9f3e02889add664ab823e1f93f072f83d5887cb6,49e3645848e978b4fd875a89eda72d2938dd8c5b,e3ff0454ed44229da6b214b8c246ec330a178266,2
50,DIGLETT,a3c5536d0885633d8089a9d40c4e78912e54b54c,8760575d43fbbfb4b6e8ed7abec3fd3e86dab909,d05af0d1c80442c0e54c4a5bbc754aec92fcc259,e632802bfb7789bc4a2729b18791f18fe3ea57a2,36f88ec46ccef1e3f9a4eb64d62554e8147ad635,2
51,DUGTRIO,ce206e30ee865fa1208a7e69e824515eeda9cd56,d9f78737650bc520c2233938d6d34a08f4e7c450,51c62403789c7014f4ee43e777ba628e1cb378c2,54166147d6014c38c3bfa586761626ef3c75c073,000eec63cc8e1dcfc116bccba76f388dd13536a7,2
52,MEOWTH,a3a76c46b034b3b952b31be394a5b2d946125fc2,8851949383c94ad9395479ad5e0a79649952032b,7f0475749cc1d3310fc36b59dcc969fda353df3c,8f6bf8bafc1c29a5cf8664d2fdc41e75e50ac444,8071aced2ea8dba3f9f742331f1eb872b27bd018,1
53,PERSIAN,f1a49bfdfd3e13f8c7f1e53c6c9f63bca83fd4b6,dc9e6b4d709ca59145acdd8b8ee0c7b54f4048d2,2a7a97886ea8c4312a9ccf997b41ff6f78faf6ee,3dcd8cbd43ef5a984f52173142bf82684fe0b694,eb35c1b37efb8828b2975bfe599cdab822db39db,1
54,PSYDUCK,b430ab5affd0af3fc15ff71818d20a7fa1e545f0,637a24d1595b2fbf62b1f51aa56020716626db9f,6ebfd50c6e3602e8891e9b83f704c399e7cc7718,9de7bc29fb7c430649f48e1004390fc25efa8874,75c2a1ca7c48ed52af4989055094358dc6377603,1
55,GOLDUCK,3a24ea3b3c0fef96c60494c7a8f39953a8e7f136,8fbf5956d8bc2ca29dc3179add931029d6ba158f,2b39ed0ba940866bbcaa2c2c9c81f23fb8fad708,f5d338c4fb3f22ade68bb8829eb1ae3e997e4260,6df96d173e563ae9fbecc2d6616bb2b4fb9ab165,2
