slot,name,front_decoded_sha1,back_decoded_sha1,icon_raw_sha1,normal_palette_sha1,shiny_palette_sha1,icon_palette_id
56,MANKEY,b8471f5a3552e669adb117a02d59a1c78f86d372,aab0a33ba320102035961f2263eaae39be684833,b3e1de890b0aaa829a68eef8e4dab0515931b8b8,cb655185694a1ccae907590b38f94633626db026,9e1fa3aeac193dcd2e5622f26d265c447dd9334d,1
57,PRIMEAPE,7b496d975cb9eaed7025be57cbf15bee9016e51e,ee6d3b98669f2369a61654d4267a36cabe892b80,09001cfee909b1d5fb7213a62b3aa0f9efb4ebb8,1e0920469e5bbcf3c322d92630e3742b30048c25,2ffd50ad6188a14d96ffbe1c518bbd20ccb2dd0f,2
58,GROWLITHE,ce415634e288567d903b585f955c2c3340cda43b,59cbcaa82dc6a7195db65bed0e5e4af82478b29b,9dee1e3d49baf552d46587f56a9b5d830c223d1f,9628b892354805f80526c8797d0d8b2ab96bf74c,0eef34dd9cde76de03470eb4689d35d83643403d,0
59,ARCANINE,467419a7d0b943173b1273fab1ecdd75e6204b4a,3d39289e583d2770217ad59167d4a44ad64cdef2,03e6b4cfd5130b67a241501889dbe07bc5139b24,4a42c9bbcd8ee106193c0a41b2a34719a2354266,27a98381a01f868b0f39c5c1fadc2de47af78fb8,0
60,POLIWAG,e93b8b283541e794e974509b74e255f9e196a04d,fc6aeb8b23867ef72eeca7a7866d3a5fac999851,1c60d6698fd886238f16e8cf235fb54c1a877e6d,27b03182b782b7099244126d915d192b2af9547f,277c9235dcf04a18d3cd3f76445e004b92c90537,0
61,POLIWHIRL,0219da61d2364236101ebb4e512d0caabbc814df,d5d0f1630114aa8035e37336ce0bcc3cd1e2fabe,15e0f043e0ce7814a00d90f00adfc28b2c8d017f,920429fabbcf2663be51fe9f65a9ad128dd12975,44c886b129cb4c968fd887da53e08f60a7a0c27e,0
62,POLIWRATH,5c4c4b14c8e076013a56b7147e006307b3d5ee85,177dcb5459317c916c166c4c4c047cf4e7bdab0f,0d43ada1a35478e01a3d8d9ca32b18452a464ea1,b41d7ddedef771023e1b008835128f9562c3f3ba,f6a203674e10f8f709642cab88e86c744d851600,0
63,ABRA,fab909877f2d5f64e3139ef58008084e7cffb330,a0beb676579ed3f9eea9da418200c51f93989a25,8c92850c05c42ba5c4e57142068b3416fcda58e2,76796a5043494124c027697de59f27b4b83e12c9,66dec0b9c9231a918874e3a080aefe8d2c9b0cd6,2
64,KADABRA,3250b6309643aa81060fbc331c3164efe0b09851,b0171e2ab38354818a157f1cd6964e2dee7326b7,ffbe843e405d634fc7994beb25011d8a158f48b0,7755fcadf0d0bec90c34b965ed11fd996cf620e0,24f7e8191b3e37b1fc61aa8ee66a214670953ffb,2
65,ALAKAZAM,c95a57e1effa427c1e3e4870283a56cbab3fe306,bb57b022b4489576759ae8d0c373f679ef849d97,80e64a0b791b42407050c15b95998aa2820fef8e,febf98aa96644ed63d83160e9311bbd1df1780fa,d9a9f14f87752997c2a0a4f17ab256c1de89b7e8,2
